GEOPOINT,GEOID,NAME,NAMELSAD,STUSAB
38.0586888264; -79.7410619159,51017,Bath,Bath County,VA
48.5424784918; -115.405080861,30053,Lincoln,Lincoln County,MT
31.4561406891; -105.386456079,48229,Hudspeth,Hudspeth County,TX
43.2927326789; -84.6049110538,26057,Gratiot,Gratiot County,MI
36.3683942057; -90.4173835629,5021,Clay,Clay County,AR
37.6096118283; -81.5491772356,54109,Wyoming,Wyoming County,WV
37.9407856984; -93.3207208702,29085,Hickory,Hickory County,MO
40.5871850985; -83.1609033358,39101,Marion,Marion County,OH
39.177573113; -122.237029616,6011,Colusa,Colusa County,CA
40.3113452381; -86.0518589748,18159,Tipton,Tipton County,IN
45.7721844848; -96.4716413553,27155,Traverse,Traverse County,MN
36.1772228503; -76.4076199893,37143,Perquimans,Perquimans County,NC
32.0931465237; -93.3398791457,22081,Red River,Red River Parish,LA
33.1782312871; -99.7303000091,48207,Haskell,Haskell County,TX
35.9193387894; -97.4433173291,40083,Logan,Logan County,OK
29.8468719706; -93.1988964755,22023,Cameron,Cameron Parish,LA
32.4299283238; -97.8322675076,48221,Hood,Hood County,TX
44.4123213669; -100.735943173,46117,Stanley,Stanley County,SD
31.6766595802; -87.8308098507,1025,Clarke,Clarke County,AL
30.9149468971; -82.7062370645,13065,Clinch,Clinch County,GA
42.7356225783; -95.6238053959,19035,Cherokee,Cherokee County,IA
34.7806229431; -90.7820673213,5077,Lee,Lee County,AR
31.8673305599; -85.0187841576,13239,Quitman,Quitman County,GA
41.7924983178; -73.2453207905,9005,Litchfield,Litchfield County,CT
69.3634118461; -153.510605515,2185,North Slope,North Slope Borough,AK
43.997787332; -69.5257592569,23015,Lincoln,Lincoln County,ME
37.2691767895; -76.707596151,51830,Williamsburg,Williamsburg city,VA
31.8691725205; -102.542749193,48135,Ector,Ector County,TX
35.8989479924; -82.3076279784,37199,Yancey,Yancey County,NC
34.0685270235; -102.829913123,48017,Bailey,Bailey County,TX
38.0335228018; -83.913088975,21173,Montgomery,Montgomery County,KY
37.191593361; -89.3376041231,17003,Alexander,Alexander County,IL
42.3558758962; -114.667148472,16083,Twin Falls,Twin Falls County,ID
44.7162390791; -85.5522032462,26055,Grand Traverse,Grand Traverse County,MI
38.8665005829; -97.152702787,20041,Dickinson,Dickinson County,KS
35.6883600988; -99.6957077129,40129,Roger Mills,Roger Mills County,OK
34.3951111298; -81.1212291623,45039,Fairfield,Fairfield County,SC
17.9972184165; -66.4903715317,72075,Juana Díaz,Juana Díaz Municipio,PR
39.9710617874; -103.201252881,8121,Washington,Washington County,CO
32.74369415; -101.431748795,48033,Borden,Borden County,TX
39.7834476063; -96.0141016624,20131,Nemaha,Nemaha County,KS
38.446389504; -120.651115621,6005,Amador,Amador County,CA
34.6466183905; -92.676575561,5125,Saline,Saline County,AR
37.2381964095; -100.36618026,20119,Meade,Meade County,KS
48.2591824926; -107.913235675,30071,Phillips,Phillips County,MT
45.367151587; -97.6074090049,46037,Day,Day County,SD
40.7456599313; -84.9366547189,18001,Adams,Adams County,IN
30.6484687349; -93.343338993,22011,Beauregard,Beauregard Parish,LA
31.8133256702; -95.6525471812,48001,Anderson,Anderson County,TX
38.0267183008; -77.3470467441,51033,Caroline,Caroline County,VA
45.1719349421; -96.7676947106,46051,Grant,Grant County,SD
40.31072723; -79.4669607014,42129,Westmoreland,Westmoreland County,PA
48.7751394251; -95.8108171586,27135,Roseau,Roseau County,MN
35.7025721296; -79.2552758614,37037,Chatham,Chatham County,NC
30.0614838052; -99.3501597562,48265,Kerr,Kerr County,TX
33.9207998598; -88.9478637891,28017,Chickasaw,Chickasaw County,MS
30.7817272016; -82.1376881412,13049,Charlton,Charlton County,GA
47.6743566297; -116.701762031,16055,Kootenai,Kootenai County,ID
30.6607989734; -96.3023849451,48041,Brazos,Brazos County,TX
36.0827733527; -78.2856965824,37069,Franklin,Franklin County,NC
46.5982240782; -110.885661385,30059,Meagher,Meagher County,MT
36.6827726796; -79.873952503,51089,Henry,Henry County,VA
42.2847454761; -83.2611328686,26163,Wayne,Wayne County,MI
38.803961942; -82.992831025,39145,Scioto,Scioto County,OH
36.55115711; -85.543859188,47027,Clay,Clay County,TN
37.2157922672; -87.142041664,21177,Muhlenberg,Muhlenberg County,KY
25.6089674858; -80.4986673175,12086,Miami-Dade,Miami-Dade County,FL
37.6047919172; -79.1451431275,51009,Amherst,Amherst County,VA
18.2106459126; -66.588445334,72073,Jayuya,Jayuya Municipio,PR
29.8767867938; -96.919761718,48149,Fayette,Fayette County,TX
30.2145304261; -96.4034437639,48477,Washington,Washington County,TX
41.4368044101; -78.2037773985,42023,Cameron,Cameron County,PA
39.3335754723; -87.7877174066,17023,Clark,Clark County,IL
42.470095744; -92.3088197079,19013,Black Hawk,Black Hawk County,IA
41.4673285687; -90.5674126031,17161,Rock Island,Rock Island County,IL
40.582858561; -86.5634841334,18015,Carroll,Carroll County,IN
40.0076360466; -75.1339446794,42101,Philadelphia,Philadelphia County,PA
43.9784278928; -94.6140606084,27165,Watonwan,Watonwan County,MN
43.3538854014; -115.469262353,16039,Elmore,Elmore County,ID
34.2376620909; -84.8403384771,13015,Bartow,Bartow County,GA
36.6493218817; -92.4446635679,29153,Ozark,Ozark County,MO
43.7229327365; -113.172032247,16023,Butte,Butte County,ID
18.2017062276; -66.3098725656,72019,Barranquitas,Barranquitas Municipio,PR
41.2698430321; -111.913383934,49057,Weber,Weber County,UT
39.8059654072; -91.622348013,29127,Marion,Marion County,MO
44.7462263534; -73.6781737453,36019,Clinton,Clinton County,NY
33.544295273; -81.6346948405,45003,Aiken,Aiken County,SC
34.2898117968; -81.6001198539,45071,Newberry,Newberry County,SC
43.0089657475; -97.3947651219,46135,Yankton,Yankton County,SD
18.0027266437; -66.607258824,72113,Ponce,Ponce Municipio,PR
41.5183294763; -76.0165514362,42131,Wyoming,Wyoming County,PA
63.6716419513; -150.011714676,2068,Denali,Denali Borough,AK
37.3664545067; -85.3278346717,21217,Taylor,Taylor County,KY
37.8315338847; -81.9353404844,54045,Logan,Logan County,WV
38.5635832261; -94.838056975,20121,Miami,Miami County,KS
38.701685538; -77.4776193547,51153,Prince William,Prince William County,VA
30.7093956955; -91.6007888442,22077,Pointe Coupee,Pointe Coupee Parish,LA
37.5181798892; -88.2667801291,17069,Hardin,Hardin County,IL
42.7582365339; -78.7796595828,36029,Erie,Erie County,NY
37.6924814699; -83.9643302311,21065,Estill,Estill County,KY
45.5190279208; -121.651091385,41027,Hood River,Hood River County,OR
41.0301399961; -95.1563757716,19137,Montgomery,Montgomery County,IA
29.4711426482; -81.2929913884,12035,Flagler,Flagler County,FL
33.0922652469; -84.3892346459,13231,Pike,Pike County,GA
42.9883723478; -97.8846508535,46009,Bon Homme,Bon Homme County,SD
33.438991479; -80.8002997359,45075,Orangeburg,Orangeburg County,SC
33.6041424405; -102.828435632,48079,Cochran,Cochran County,TX
35.2875866253; -83.1408496187,37099,Jackson,Jackson County,NC
40.8681663764; -110.955893455,49043,Summit,Summit County,UT
34.6621223951; -98.4716796499,40031,Comanche,Comanche County,OK
41.5898335739; -120.725028959,6049,Modoc,Modoc County,CA
35.9503879058; -84.9983515819,47035,Cumberland,Cumberland County,TN
45.4439531217; -93.7745948671,27141,Sherburne,Sherburne County,MN
43.6747378332; -98.1459868879,46035,Davison,Davison County,SD
32.2322990847; -83.4759611368,13235,Pulaski,Pulaski County,GA
37.0191301368; -88.0832815032,21143,Lyon,Lyon County,KY
31.0536324937; -82.4236757904,13299,Ware,Ware County,GA
31.7163847519; -83.6240929756,13287,Turner,Turner County,GA
39.1692979289; -90.6675721556,17013,Calhoun,Calhoun County,IL
41.3239160959; -84.4904951214,39039,Defiance,Defiance County,OH
30.8678906078; -85.8141023534,12059,Holmes,Holmes County,FL
30.4628875802; -88.6228415765,28059,Jackson,Jackson County,MS
35.7040584995; -113.757910618,4015,Mohave,Mohave County,AZ
33.9046109451; -78.9761374454,45051,Horry,Horry County,SC
40.5241957601; -101.697946991,31029,Chase,Chase County,NE
36.6547348009; -93.0411071081,29213,Taney,Taney County,MO
32.1733642109; -82.5348172563,13209,Montgomery,Montgomery County,GA
32.7531803783; -98.31302138,48363,Palo Pinto,Palo Pinto County,TX
36.7497076523; -100.476834839,40007,Beaver,Beaver County,OK
36.220156659; -118.80047248,6107,Tulare,Tulare County,CA
37.8144890524; -79.4472820902,51163,Rockbridge,Rockbridge County,VA
35.1405167444; -86.5889416254,47103,Lincoln,Lincoln County,TN
36.1695295563; -86.7848240917,47037,Davidson,Davidson County,TN
44.0387746178; -106.584632792,56019,Johnson,Johnson County,WY
18.4830555933; -67.014161744,72071,Isabela,Isabela Municipio,PR
40.1636345517; -77.2655238393,42041,Cumberland,Cumberland County,PA
42.3029409617; -79.4057576347,36013,Chautauqua,Chautauqua County,NY
36.97522315; -82.6212020717,51195,Wise,Wise County,VA
33.6556666121; -88.7815761672,28025,Clay,Clay County,MS
28.3450693013; -99.0996626872,48283,La Salle,La Salle County,TX
43.3804969625; -96.2102923903,19119,Lyon,Lyon County,IA
33.2409810885; -93.6070389924,5073,Lafayette,Lafayette County,AR
47.3252360192; -95.8090496343,27087,Mahnomen,Mahnomen County,MN
37.7071366717; -89.8244110855,29157,Perry,Perry County,MO
38.0039134141; -84.9910045711,21005,Anderson,Anderson County,KY
36.3804933554; -84.932458522,47049,Fentress,Fentress County,TN
36.5584092548; -85.0749898228,47137,Pickett,Pickett County,TN
46.4662809401; -109.844522327,30107,Wheatland,Wheatland County,MT
45.7663736363; -99.2214553894,46089,McPherson,McPherson County,SD
41.1238795774; -83.1277054408,39147,Seneca,Seneca County,OH
32.2976557; -99.3734880839,48059,Callahan,Callahan County,TX
43.2899298863; -86.5352341115,26121,Muskegon,Muskegon County,MI
41.5926866339; -122.540367763,6093,Siskiyou,Siskiyou County,CA
34.8753989481; -89.9917699831,28033,DeSoto,DeSoto County,MS
36.2721371509; -90.0909046758,29069,Dunklin,Dunklin County,MO
30.2035444978; -90.9112912896,22005,Ascension,Ascension Parish,LA
37.378523092; -77.5869258358,51041,Chesterfield,Chesterfield County,VA
37.7851065199; -89.3820759403,17077,Jackson,Jackson County,IL
40.4487493593; -113.131090626,49045,Tooele,Tooele County,UT
29.9086211231; -85.2610062794,12045,Gulf,Gulf County,FL
30.7863091928; -93.7447410133,48351,Newton,Newton County,TX
38.1449736906; -83.74266722,21011,Bath,Bath County,KY
40.8122907682; -79.4645390704,42005,Armstrong,Armstrong County,PA
35.8400259506; -102.602862784,48205,Hartley,Hartley County,TX
37.6847615589; -97.4609686791,20173,Sedgwick,Sedgwick County,KS
40.5400113655; -84.6293603418,39107,Mercer,Mercer County,OH
46.291133814; -123.433469914,53069,Wahkiakum,Wahkiakum County,WA
40.5111130544; -99.4145428942,31137,Phelps,Phelps County,NE
33.5938097958; -96.1068276828,48147,Fannin,Fannin County,TX
39.7880806129; -95.1467942431,20043,Doniphan,Doniphan County,KS
55.4885148595; -131.030510343,2130,Ketchikan Gateway,Ketchikan Gateway Borough,AK
35.7933524917; -80.2127487756,37057,Davidson,Davidson County,NC
41.7721614458; -77.2542641766,42117,Tioga,Tioga County,PA
41.4068465707; -118.111965828,32013,Humboldt,Humboldt County,NV
38.8868296401; -89.4355442381,17005,Bond,Bond County,IL
32.0016607751; -91.3400729965,22107,Tensas,Tensas Parish,LA
37.764043073; -107.676147275,8111,San Juan,San Juan County,CO
42.4321558891; -122.728517877,41029,Jackson,Jackson County,OR
41.5490215572; -86.7423662187,18091,LaPorte,LaPorte County,IN
39.0026980674; -87.7595511478,17033,Crawford,Crawford County,IL
41.60179891; -84.130079524,39051,Fulton,Fulton County,OH
43.3773984485; -93.2608475497,19195,Worth,Worth County,IA
39.1034546659; -85.262386374,18137,Ripley,Ripley County,IN
37.9922926916; -88.9241655023,17055,Franklin,Franklin County,IL
32.9143722298; -85.3920429513,1017,Chambers,Chambers County,AL
36.1408328072; -85.495190724,47141,Putnam,Putnam County,TN
48.792167798; -100.833304016,38009,Bottineau,Bottineau County,ND
44.0071075264; -95.1811530449,27033,Cottonwood,Cottonwood County,MN
33.9972551652; -94.2412727038,5133,Sevier,Sevier County,AR
61.1482627033; -149.188568553,2020,Anchorage,Anchorage Municipality,AK
40.8553982409; -84.5860991255,39161,Van Wert,Van Wert County,OH
45.0073838126; -85.1758221578,26009,Antrim,Antrim County,MI
42.2484873981; -84.423437303,26075,Jackson,Jackson County,MI
30.7687104974; -89.5897506359,28109,Pearl River,Pearl River County,MS
38.9334528592; -84.5333168381,21117,Kenton,Kenton County,KY
36.4411634364; -82.9446876646,47073,Hawkins,Hawkins County,TN
45.7055576976; -89.5218199491,55085,Oneida,Oneida County,WI
32.7325534614; -91.2350651111,22035,East Carroll,East Carroll Parish,LA
37.7201835062; -84.2779980048,21151,Madison,Madison County,KY
32.3790131031; -97.3663297978,48251,Johnson,Johnson County,TX
41.0469632989; -86.2635836849,18049,Fulton,Fulton County,IN
32.3572296163; -90.852011211,28149,Warren,Warren County,MS
34.316890097; -83.81967864,13139,Hall,Hall County,GA
39.599307179; -107.903956154,8045,Garfield,Garfield County,CO
18.0795649599; -66.8582828252,72153,Yauco,Yauco Municipio,PR
42.1351123414; -72.6316491133,25013,Hampden,Hampden County,MA
43.3779847631; -95.1508300608,19059,Dickinson,Dickinson County,IA
38.7386464353; -77.8092394301,51061,Fauquier,Fauquier County,VA
46.6354343394; -91.1806847226,55007,Bayfield,Bayfield County,WI
38.1178916805; -83.0976163428,21063,Elliott,Elliott County,KY
39.1511464297; -119.747422249,32510,Carson City,Carson City,NV
31.8796370864; -109.751263137,4003,Cochise,Cochise County,AZ
29.9499595746; -82.1687777662,12007,Bradford,Bradford County,FL
31.2308171304; -89.8224429891,28091,Marion,Marion County,MS
18.0244444435; -66.7279463804,72111,Peñuelas,Peñuelas Municipio,PR
37.731927576; -79.3568295188,51530,Buena Vista,Buena Vista city,VA
46.096820597; -102.528498668,38001,Adams,Adams County,ND
30.7712321484; -94.3765939282,48457,Tyler,Tyler County,TX
36.0105961; -104.944975073,35033,Mora,Mora County,NM
32.7014650504; -82.6600810997,13167,Johnson,Johnson County,GA
34.6778362856; -91.2038921969,5095,Monroe,Monroe County,AR
38.0287775598; -81.0811920732,54019,Fayette,Fayette County,WV
42.4212881344; -99.4499297346,31149,Rock,Rock County,NE
36.9171118758; -81.0786676313,51197,Wythe,Wythe County,VA
30.7390448597; -95.5722839299,48471,Walker,Walker County,TX
18.4557008482; -66.3966030173,72145,Vega Baja,Vega Baja Municipio,PR
32.1721824488; -83.168399978,13091,Dodge,Dodge County,GA
45.6673207505; -88.7703948628,55041,Forest,Forest County,WI
40.261929702; -96.6894414425,31067,Gage,Gage County,NE
40.6673139262; -111.923601307,49035,Salt Lake,Salt Lake County,UT
41.8064287933; -72.7328122495,9003,Hartford,Hartford County,CT
40.5247823592; -101.06184392,31085,Hayes,Hayes County,NE
41.4252272843; -78.6490862597,42047,Elk,Elk County,PA
37.0760435997; -76.5164553837,51700,Newport News,Newport News city,VA
35.4011632567; -100.812558034,48179,Gray,Gray County,TX
35.5992402368; -91.2145376687,5067,Jackson,Jackson County,AR
43.4292261998; -70.6701460671,23031,York,York County,ME
33.0862934726; -89.5815415958,28007,Attala,Attala County,MS
41.2809264377; -86.6476485661,18149,Starke,Starke County,IN
45.0170541432; -93.099606274,27123,Ramsey,Ramsey County,MN
48.0662320513; -96.0366682912,27113,Pennington,Pennington County,MN
32.7399038738; -99.8787442497,48253,Jones,Jones County,TX
18.1252645849; -65.4323048679,72147,Vieques,Vieques Municipio,PR
41.3070676864; -104.689620569,56021,Laramie,Laramie County,WY
32.3062117521; -100.921228654,48335,Mitchell,Mitchell County,TX
37.7825305611; -79.4438937578,51678,Lexington,Lexington city,VA
35.4849957203; -77.6757626742,37079,Greene,Greene County,NC
37.8110307874; -84.8744366862,21167,Mercer,Mercer County,KY
40.1763448561; -98.9527962385,31061,Franklin,Franklin County,NE
37.886670206; -95.7401677072,20207,Woodson,Woodson County,KS
46.856415378; -112.936158101,30077,Powell,Powell County,MT
62.160012711; -163.525464784,2158,Kusilvak,Kusilvak Census Area,AK
34.2291655931; -90.602687016,28027,Coahoma,Coahoma County,MS
30.2242399397; -82.6215388925,12023,Columbia,Columbia County,FL
33.1774899421; -99.2123698529,48447,Throckmorton,Throckmorton County,TX
35.2622207059; -92.7013072101,5029,Conway,Conway County,AR
40.3607737937; -94.8834337255,29147,Nodaway,Nodaway County,MO
46.456154939; -97.6574001918,38073,Ransom,Ransom County,ND
35.5128264241; -84.8133871962,47121,Meigs,Meigs County,TN
43.0825803991; -95.1509194224,19041,Clay,Clay County,IA
37.258049088; -93.3419904743,29077,Greene,Greene County,MO
40.6127008036; -75.5923694841,42077,Lehigh,Lehigh County,PA
43.0815577125; -93.2608184346,19033,Cerro Gordo,Cerro Gordo County,IA
30.722983086; -101.412147662,48105,Crockett,Crockett County,TX
40.7246687188; -103.110095731,8075,Logan,Logan County,CO
34.876034515; -95.2503733342,40077,Latimer,Latimer County,OK
39.4553161933; -81.4952544284,39167,Washington,Washington County,OH
40.4835856225; -86.1169307298,18067,Howard,Howard County,IN
36.8941807353; -87.4903805625,21047,Christian,Christian County,KY
44.3428004034; -86.3641128583,26101,Manistee,Manistee County,MI
36.7479021665; -101.490100072,40139,Texas,Texas County,OK
33.3217673671; -83.3728413605,13237,Putnam,Putnam County,GA
35.6542570602; -88.3879869313,47077,Henderson,Henderson County,TN
38.1753645383; -82.070392228,54043,Lincoln,Lincoln County,WV
35.4968698745; -89.7592441298,47167,Tipton,Tipton County,TN
32.4804706054; -94.8169477887,48183,Gregg,Gregg County,TX
38.8717218127; -75.8316009642,24011,Caroline,Caroline County,MD
41.3617078714; -83.6229779272,39173,Wood,Wood County,OH
42.2847872565; -111.329738822,16007,Bear Lake,Bear Lake County,ID
29.3843544458; -96.9301524955,48285,Lavaca,Lavaca County,TX
39.7515988537; -82.6305889168,39045,Fairfield,Fairfield County,OH
48.4820761134; -121.801606828,53057,Skagit,Skagit County,WA
32.9986442965; -87.1264391014,1007,Bibb,Bibb County,AL
45.7086008724; -101.196869329,46031,Corson,Corson County,SD
38.5196362585; -84.8281098255,21187,Owen,Owen County,KY
43.6714440477; -91.4928319425,27055,Houston,Houston County,MN
38.3355978163; -84.0153305006,21181,Nicholas,Nicholas County,KY
34.6397559581; -80.1586830546,45025,Chesterfield,Chesterfield County,SC
33.6130681109; -89.2848255762,28155,Webster,Webster County,MS
34.9649255862; -101.357404339,48011,Armstrong,Armstrong County,TX
32.2476134122; -87.7895192944,1091,Marengo,Marengo County,AL
34.4597729557; -85.8041426436,1049,DeKalb,DeKalb County,AL
44.8575139984; -72.9120265429,50011,Franklin,Franklin County,VT
28.3215753001; -97.1595214632,48391,Refugio,Refugio County,TX
40.737682711; -93.7862814096,19053,Decatur,Decatur County,IA
37.2088402055; -86.2386201495,21061,Edmonson,Edmonson County,KY
39.6214732187; -78.6975385506,24001,Allegany,Allegany County,MD
